area|publico_alvo|SERVIÇO|DESCRIÇÃO|LINK  PARA MATERIAL REFERENTE (quando o conteúdo já existe no site MTE)|LINK SITES - DENUNCIA E/OU CADASTRAMENTO (quando possuir)|EMAIL - PARA SOLICITAÇÕES  (quando possuir)|TELEFONE - DENUNCIA E/OU INFORMAÇÃO (quando possuir)
SIT|empregadores|Emissão de DARF vinculados aos Processos Administrativos FÍSICOS de Multas e cobrança do FGTS.|Trata-se de serviço destinado à emissão de DARF para pagamento de multas impostas no âmbito dos processos administrativos físicos de multas trabalhistas.|https://eprocesso.sit.trabalho.gov.br/ProcessoFisico/EmitirDARF||eprocesso.trabalho@economia.gov.br|https://eprocesso.sit.trabalho.gov.br/Atendimento
SIT|empregadores|Emissão de Certidão de Débitos Trabalhistas|Trata-se de serviço destinado à emissão da Certidão de Débitos Trabalhistas, estabelecida pelo Capítulo II, do Título IV, da PORTARIA MTP Nº 667, DE 8 DE NOVEMBRO DE 2021. A consulta é pública e pode ser acessada por meio do número de inscrição no CNPJ ou CPF do empregador pesquisado.|https://eprocesso.sit.trabalho.gov.br/Certidao/Emitir||eprocesso.trabalho@economia.gov.br|https://eprocesso.sit.trabalho.gov.br/Atendimento
SIT|empregadores|Canal da ENIT no Youtube|No canal são publicados videoaulas, transmitidos eventos e lives com informações sobre diversos assuntos úteis aos empregadores|https://www.gov.br/trabalho-e-emprego/pt-br/assuntos/inspecao-do-trabalho/escola|https://www.youtube.com/@ENIT-ESCOLA||
SIT|empregadores|Portal de cursos da SIT|No portal são publicados cursos sobre matérias trabalhistas que contêm informações importantes para empregadores, além de permitir a emissão de certificados de eventos transmitidos no canal do Youtube da ENIT|https://www.gov.br/trabalho-e-emprego/pt-br/assuntos/inspecao-do-trabalho/escola|https://ead.sit.trabalho.gov.br/||
SIT|empregadores|Revista ENIT|A Revista da ENIT é um periódico publicado pelo Ministério do Trabalho e Emprego que tem como intuito a divulgação de práticas e pesquisas científicas sobre a matéria trabalhista|https://www.gov.br/trabalho-e-emprego/pt-br/assuntos/inspecao-do-trabalho/escola|https://revistaenit.trabalho.gov.br||
SIT|empregadores|FGTS Digital|Por meio deste serviço é possível acessar o Sistema FGTS Digital, implantado conforme Portaria do MTE nº 240, de 29 de fevereiro de 2024, e cumprir a obrigação de recolher o FGTS dos trabalhares que tem esse direito assegurado.  Através dele os empregadores podem emitir guias, consultar pagamentos, verificar débitos pendentes e pagar multas indenizatórias devidas, tudo a partir dos dados declarados no eSocial ou no próprio sistema. O FGTS digital está disponível gratuitamente e a ferramenta tornou o processo de recolhimento do FGTS mais ágil e seguro.|https://www.gov.br/trabalho-e-emprego/pt-br/servicos/empregador/fgtsdigital|https://www.gov.br/trabalho-e-emprego/pt-br/servicos/empregador/fgtsdigital|-|(61) 3535-6828 - WhatApp apenas
SIT|empregadores|SISTEMA DE PROCURAÇÃO ELETRÔNICA - SPE| SPE é um sistema autônomo, por meio do qual o empregador ( CNPJ/ CPF) poderá outorgar procurações, tanto para pessoas físicas quanto jurídicas que, por seu turno, podem substabelecer os poderes que lhe foram concedidos, desde que autorizados pelo Outorgante.|https://spe.sistema.gov.br/manual/|https://spe.sistema.gov.br/login?r=%2Fprocuracao|-|-
SIT|empregadores|Cadastro de Administrador/Inventariante/Curador junto ao FGTS Digital|Canal para solicitação de cadastramento como Administrador para acesso à plataforma FGTS Digital, em casos excepcionais que impossibilitem o acesso direto ao sistema pelo titular, destinado a empregadores pessoas físicas, conforme Portaria de implantação do FGTS Digital - Portaria MTE nº 240, de 29 de fevereiro de 2024.|https://www.gov.br/pt-br/servicos/cadastro-de-administrador-inventariante-curador-junto-ao-fgts-digital|https://www.gov.br/pt-br/servicos/cadastro-de-administrador-inventariante-curador-junto-ao-fgts-digital||
SIT|empregadores|Comunicar a Ocorrência de Doenças Ocupacionais, Acidentes Graves, Fatais e Demais Incidentes em Plataforma de Petróleo (NR37) (CIP)|As ocorrências relacionadas a doenças ocupacionais, acidentes graves, fatais e demais incidentes, conforme critérios estabelecidos no Manual de Comunicação de Incidentes de Exploração e Produção de Petróleo e Gás Natural, emitido pela ANP, para danos à saúde humana, devem ser comunicados à unidade descentralizada da Inspeção do Trabalho da jurisdição da plataforma, em sistema eletrônico disponibilizado pela Inspeção do Trabalho, até o segundo dia útil após a ocorrência do incidente a bordo da plataforma. ||https://www.gov.br/pt-br/servicos/comunicar-a-ocorrencia-de-doencas-ocupacionais-acidentes-graves-fatais-e-demais-incidentes-em-plataforma-de-petroleo-nr37|dsst.sit@trabalho.gov.br|
SIT|empregadores|Comunicar a Ocorrência de Vazamento, Incêndio ou Explosão em Caldeiras, Vasos de Pressão, Tubulações e Tanques Metálicos de Armazenamento|O empregador deverá informar à unidade  descentralizada da Inspeção do Trabalho acerca da ocorrência de vazamento, incêndio ou explosão envolvendo equipamentos enquadrados na NR 13 e que tenha provocado: morte de trabalhador; acidente com internação hospitalar de trabalhador ou evento de grande proporção.||https://www.gov.br/pt-br/servicos/comunicar-a-ocorrencia-de-vazamento-incendio-ou-explosao-em-caldeiras-vasos-de-pressao-tubulacoes-e-tanques-metalicos-de-armazenamento|dsst.sit@trabalho.gov.br|
SIT|empregadores|Comunicar Acidente de Trabalho Fatal na Indústria da Construção, Reparação e Desmonte Naval (NR34)|Os acidentes fatais relacionados ao trabalho, inclusive as doenças ocupacionais que resultem em morte, ocorridos nas instalações (ou nas embarcações e estruturas) que desenvolvem atividades da indústria da construção, reparação e desmonte naval, conforme definido na NR-34, devem ser comunicados imediatamente ao órgão regional competente de Fiscalização do Trabalho.||https://www.gov.br/pt-br/servicos/comunicar-acidente-de-trabalho-fatal-na-industria-da-construcao-reparacao-e-desmonte-naval-nr34|dsst.sit@trabalho.gov.br|
SIT|empregadores|Registrar Serviços Especializados em Segurança e Saúde do Trabalhador Portuário (SESSTP) e em Engenharia de Segurança e Medicina (SESMT Portuário)|Registrar Serviços Especializados em Segurança e Saúde do Trabalhador Portuário (SESSTP) e em Engenharia de Segurança e Medicina (SESMT Portuário)||https://www.gov.br/pt-br/servicos/registrar-servicos-especializados-em-seguranca-e-saude-do-trabalhador-portuario-sesstp-e-em-engenharia-de-seguranca-e-medicina-sesmt-portuario|sesmt@trabalho.gov.br|
SIT|empregadores|Registro de Serviço Especializado em Segurança e em Medicina do Trabalho em Plataformas de Petróleo-SESMT PP|O Serviço Especializado em Segurança e em Medicina do Trabalho a bordo da Plataforma de Petróleo tem a finalidade de promover a saúde e proteger a integridade do trabalhador que labora em plataformas de petróleo. Suas regras de constituição e funcionamento encontram-se previstas na Norma Regulamentadora de Segurança e Saúde no Trabalho n.º 37 (NR 37) - (Segurança e Saúde em Plataformas de Petróleo).||https://www.gov.br/pt-br/servicos/registro-de-servico-especializado-em-seguranca-e-em-medicina-do-trabalho-em-plataformas-de-petroleo-sesmt-pp|sesmt@trabalho.gov.br|
SIT|empregadores|Registrar Serviço Especializado em Segurança e Saúde no Trabalho Rural - SESTR|Os Serviços Especializados em Segurança e Saúde no Trabalho Rural - SESTR, compostos por profissionais especializados, consistem em serviços destinados ao desenvolvimento de ações técnicas, integradas às práticas de gestão de segurança e saúde, para tornar o meio ambiente de trabalho compatível com a promoção da segurança e saúde e a preservação da integridade física do trabalhador rural.||https://www.gov.br/pt-br/servicos/registrar-servico-especializado-em-seguranca-e-saude-no-trabalho-rural-sestr|sesmt@trabalho.gov.br|
SIT|empregadores|Registrar Serviços Especializados em Segurança e Medicina do Trabalho (SESMT)|Os Serviços Especializados em Segurança e Medicina do Trabalho - SESMT têm a finalidade de promover a saúde e proteger a integridade do trabalhador no local de trabalho. Suas regras de constituição e funcionamento encontram-se previstas na Norma Regulamentadora de Segurança e Saúde no Trabalho n.º 4 – NR 4. ||https://www.gov.br/pt-br/servicos/registrar-servicos-especializados-em-seguranca-e-medicina-do-trabalho|sesmt@trabalho.gov.br|
SIT|empregadores|Comunicar Acidente de Trabalho Ocorrido a Bordo de Embarcação (NR29)|Comunicação de acidentes graves ou fatais em portos brasileiros ou instalações portuárias de uso privativo.||https://www.gov.br/pt-br/servicos/comunicar-acidente-de-trabalho-ocorrido-a-bordo-de-embarcacao-nr29|dsst.sit@trabalho.gov.br|
SIT|empregadores|Comunicar Acidente Fatal na Indústria da Construção (NR 18)|Comunicação de acidentes fatais ocorridos com trabalhadores na execução de atividades da Indústria da Construção.||https://www.gov.br/pt-br/servicos/comunicar-acidente-fatal-na-industria-da-construcao-nr-18|dsst.sit@trabalho.gov.br|
SIT|empregadores|Comunicar Acidente Fatal na Atividade de Mineração (NR 22)|Os acidentes fatais relacionados ao trabalho, inclusive as doenças ocupacionais que resultem em morte, ocorridos nos estabelecimentos que exercem atividades de mineração conforme definido na Norma Regulamentadora NR-22, devem ser comunicados à unidade descentralizada da Inspeção do Trabalho.||https://www.gov.br/pt-br/servicos/comunicar-acidente-fatal-na-atividade-de-mineracao-nr-22|dsst.sit@trabalho.gov.br|
SIT|empregadores|Comunicar Acidentes e Incidentes Envolvendo Materiais Explosivos (NR19)|Todos os acidentes e incidentes envolvendo materiais explosivos ocorridos na empresa devem ser comunicados à unidade descentralizada da Inspeção do Trabalho, conforme disposto no item 15.1 do anexo I da Norma Regulamentadora nº 19 (NR 19).||https://www.gov.br/pt-br/servicos/comunicar-acidentes-e-incidentes-envolvendo-materiais-explosivos-nr19|dsst.sit@trabalho.gov.br|
SIT|empregadores|Comunicar Acidentes ou Situações de Risco Ocorridos Durante Operação de Mergulho (NR 15 - Anexo 6)|Todo empregador responsável por operações de mergulho deverá elaborar relatório circunstanciado sobre os acidentes, ou situações de risco ocorridos durante as operações que dirigir, comunicando à unidade descentralizada da Inspeção do Trabalho.||https://www.gov.br/pt-br/servicos/comunicar-acidentes-ou-situacoes-de-risco-ocorridos-durante-operacao-de-mergulho-nr-15-anexo-6|dsst.sit@trabalho.gov.br|
SIT|empregadores|Comunicar Inspeção Especial em Barragens (NR 22)|Comunicação, por parte de empregadores da mineração, da ocorrência de Inspeções Especiais realizadas no barramento.||https://www.gov.br/pt-br/servicos/comunicar-inspecao-especial-em-barragens-nr-22#:~:text=Preencher%20formul%C3%A1rio%2C%20com%20as%20informa%C3%A7%C3%B5es,Norma%20Regulamentadora%20n.%C2%BA%2022.&text=Ser%C3%A1%20enviada%20resposta%20ao%20solicitante%20comunicando%20o%20recebimento%20com%20sucesso%20da%20informa%C3%A7%C3%A3o.|dsst.sit@trabalho.gov.br|
SIT|empregadores|Comunicar Interrupção Temporária ou Definitiva de Lavra (NR 22)|Comunicação de suspensão temporária ou definitiva da lavra, realizada pelos empregadores que exercem atividades de mineração, conforme definido na Norma Regulamentadora NR-22.||https://www.gov.br/pt-br/servicos/comunicar-interrupcao-temporaria-ou-definitiva-de-lavra-nr-22#:~:text=O%20empregador%20deve%20preencher%20formul%C3%A1rio,da%20Inspe%C3%A7%C3%A3o%20do%20Trabalho%20competente.|dsst.sit@trabalho.gov.br|
SIT|empregadores|Comunicar Ocorrência de Vazamentos, Incêndio e ou Explosão Envolvendo Inflamáveis e Líquidos Combustíveis (NR 20)|O empregador deve comunicar à unidade descentralizada da Inspeção do Trabalho, em até 2 (dois) dias úteis, a ocorrência de vazamento, incêndio ou explosão envolvendo inflamáveis e líquidos combustíveis, que tenha como consequência qualquer das possibilidades a seguir:a) morte de trabalhador(es);b) ferimentos em decorrência de explosão e/ou queimaduras de 2º ou 3º grau, que implicaram em necessidade de internação hospitalar;c) acionamento do plano de resposta a emergências que tenha requerido medidas de intervenção e controle.||https://www.gov.br/pt-br/servicos/comunicar-ocorrencia-de-vazamentos-incendio-e-ou-explosao-envolvendo-inflamaveis-e-liquidos-combustiveis-nr-20|dsst.sit@trabalho.gov.br|
SIT|empregadores|Comunicar Paradas Programadas, Acoplamento de Unidade de Manutenção e Segurança ou Aumento da População da Plataforma (NR 37)|A operadora da instalação deve protocolar comunicação prévia, em sistema eletrônico disponibilizado pela Inspeção do Trabalho, comunicando as paradas programadas, as atividades com acoplamento de unidade de manutenção e segurança ou atividades relacionadas a construção, manutenção ou reparo a bordo, que impliquem aumento da população da plataforma, acima da lotação aprovada inicialmente pela Autoridade Marítima, com no mínimo 30 dias de antecedência.||https://www.gov.br/pt-br/servicos/comunicar-paradas-programadas-acoplamento-de-unidade-de-manutencao-e-seguranca-ou-aumento-da-populacao-da-plataforma-nr-37|dsst.sit@trabalho.gov.br|
SIT|empregadores|Comunicar Projeto de Instalação, Reforma ou Mudança na Indústria ou Comércio de Fogos de Artifício e outros Artefatos Pirotécnicos (NR 19)|O item 4.10 do Anexo I da Norma Regulamentadora 19 estabelece que todo projeto de instalação, reforma ou mudança da empresa que fabrica ou comercializa fogos de artifício e outros artefatos pirotécnicos, após sua autorização pelo Exército, deve ser comunicado por escrito, preferencialmente por meio eletrônico, à unidade descentralizada da Inspeção do Trabalho, antes do início da sua execução. ||https://www.gov.br/pt-br/servicos/comunicar-projeto-de-instalacao-reforma-ou-mudanca-na-industria-ou-comercio-de-fogos-de-artificio-e-outros-artefatos-pirotecnicos-nr-19|dsst.sit@trabalho.gov.br|
SIT|empregadores|Comunicar Mudança de Locação da Plataforma de Petróleo (NR 37)|Toda instalação marítima deve comunicar a ocorrência de mudança de locação à unidade descentralizada da Inspeção do Trabalho.||https://www.gov.br/pt-br/servicos/comunicar-mudanca-de-locacao-da-plataforma-de-petroleo-nr-37|dsst.sit@trabalho.gov.br|
SIT|empregadores|Comunicar Risco Potencial em Plataforma de Petróleo Capaz de Gerar um Acidente Ampliado (NR37)|As ocorrências relacionadas a eventos inesperados como um incêndio ou uma explosão de grande magnitude, no curso de uma atividade dentro de uma instalação exposta a riscos de acidentes maiores, envolvendo uma ou mais substâncias perigosas e que exponha os trabalhadores, a população ou o meio ambiente a perigo de consequências imediatas, de médio e longo prazos, caracterizando um risco potencial que considere capaz de gerar um acidente ampliado, devem ser comunicados à unidade descentralizada da Inspeção do Trabalho da jurisdição da plataforma.||https://www.gov.br/pt-br/servicos/comunicar-risco-potencial-em-plataforma-de-petroleo-capaz-de-gerar-um-acidente-ampliado-nr37|dsst.sit@trabalho.gov.br|
SIT|empregadores|Elaborar o Programa de Gerenciamento de Riscos Ocupacionais (PGR; PGRTR)|Esse serviço oferece às microempresas - ME, empresas de pequeno porte - EPP e produtores rurais com até 50 trabalhadores um sistema que estrutura o Programa de Gerenciamento de Riscos Ocupacionais (PGR). Esse serviço também oferece um questionário eletrônico a ser preenchido pela Microempresa - ME, Empresa de Pequeno Porte - EPP, graus de risco 1 e 2, e ao Micro empreendedor Individual - MEI conforme Norma Regulamentadora nº 01, para emitir a Declaração de Inexistência de Risco.||https://www.gov.br/pt-br/servicos/elaborar-o-programa-de-gerenciamento-de-riscos-ocupacionais|dsst.sit@trabalho.gov.br|
SIT|empregadores|Obter Certificado de Aprovação de Equipamento de Proteção Individual (CA)|Para que um produto seja posto a venda ou utilizado como Equipamento de Proteção de Individual (EPI), além de estar relacionado no Anexo I da Norma Regulamentadora nº 6 (NR 6), deve possuir Certificado de Aprovação - CA expedido pelo órgão nacional competente em matéria de segurança e saúde no trabalho.||https://www.gov.br/pt-br/servicos/obter-certificado-de-aprovacao-de-equipamento-de-protecao-individual-ca|epi.sit@trabalho.gov.br|
SIT|empregadores|Realizar a Comunicação Prévia de Obras (SCPO)|A Norma Regulamentadora nº 18 – Condições e Meio Ambiente de Trabalho na Indústria da Construção – estabelece requisitos mínimos para garantir a segurança e saúde dos trabalhadores do setor.A norma estabelece como obrigatória a comunicação à unidade descentralizada da Inspeção do Trabalho, antes do início das atividades, de informações sobre obras de construção, por meio do Sistema de Comunicação Prévia de Obras - SCPO.||https://www.gov.br/pt-br/servicos/realizar-a-comunicacao-previa-de-obras|scpo@trabalho.gov.br|
SIT|empregadores|Realizar Declaração da Instalação Marítima - DIM em Plataforma de Petróleo (NR 37) (DIM)|Toda instalação marítima, antes de iniciar suas atividades, deverá encaminhar formulário preenchido com as informações sobre as novas instalações à Unidade descentralizada da Inspeção do Trabalho da jurisdição da plataforma, por meio de sistema eletrônico disponibilizado pela Inspeção do Trabalho, com antecedência mínima de 90 dias, nas hipóteses constantes do item 37.30.3 da NR 37. Deverá, também, realizar a DIM, em até 30 dias sempre que houver efetivação de mudanças nas informações estabelecidas no item 37.30.2 da NR 37. ||https://www.gov.br/pt-br/servicos/realizar-declaracao-da-instalacao-maritima-dim-em-plataforma-de-petroleo-nr-37|dsst.sit@trabalho.gov.br|
SIT|empregadores|Realizar Comunicação Prévia de Construção, Manutenção ou Reparos à bordo de Plataforma (NR- 37)|Toda construção, manutenção ou reparo a bordo que impliquem aumento da população da plataforma acima da lotação originalmente aprovada pela Autoridade Marítima.||https://www.gov.br/pt-br/servicos/realizar-comunicacao-previa-de-construcao-manutencao-ou-reparos-a-bordo-de-plataforma-nr-30-anexo-2|dsst.sit@trabalho.gov.br|
SIT|empregadores|Cadastrar Empresas que Utilizam Amianto|Este serviço permite o cadastro, junto ao Ministério do Trabalho e Emprego, por meio da Secretaria de Inspeção do Trabalho, das empresas que produzem ou lidam com Amianto, como demanda a legislação.||https://www.gov.br/pt-br/servicos/cadastrar-empresas-que-utilizam-amianto|normatizacao.sit@trabalho.gov.br|
SIT|empregadores|Cadastrar Empresas que Utilizam Benzeno|Este serviço permite o cadastro, junto ao Ministério do Trabalho e Emprego, por meio da Secretaria de Inspeção do Trabalho, das empresas que produzem ou lidam com Benzeno, como demanda a legislação.||https://www.gov.br/pt-br/servicos/cadastrar-empresas-que-utilizam-benzeno|normatizacao.sit@trabalho.gov.br|
SIT|empregadores|Igualdade Salarial e de Critérios Remuneratórios|Dúvidas referentes ao Relatório de Transparência Salarial e de Critérios Remuneratórios  (RTS) |||igualdadesalarial@trabalho.gov.br|
SIT|empregadores|Trabalho doméstico e de cuidados. Guia básico.|O Ministério do Trabalho e Emprego, por intermédio da Secretaria de Inspeção do Trabalho, elaborou este guia com informações importantes sobre Trabalho Doméstico e de Cuidados com o propósito de trazer a você informação clara e objetiva. |https://www.gov.br/trabalho-e-emprego/pt-br/pdfs/guia-sobre-trabalho-domestico-e-de-cuidados.pdf|||
SIT|empregadores|EMISSÃO CERTIDÃO COTA PcD|Possibilidade de emissão de certidão da empresa relativa à cota de pessoas com deficiência e reabilitados da Previdência Social, utilizando informações prestadas pelo empregador ao eSocial|https://certidoes.sit.trabalho.gov.br/pcdreab||pessoacomdeficiencia@trabalho.gov.br|
SIT|empregadores|VÍDEOS INSTITUCIONAIS|Video aulas institucionais expositivas com detalhes a respeito do: cadastramento de empregados com deficiência ou reabilitados da Previdência Social por parte das empresas sujeitas à obrigação legal;  como informar corretamente a condição de deficiência/reabilitado dos empregados ao eSocial;  como realizar retificações e correções de informações incorretas;  como identificar se o trabalhador tem ou não deficiência para fins de enquadramento na cota legal e;  como preencher adequadamente o laudo caracterizador da deficiência|https://www.gov.br/trabalho-e-emprego/pt-br/assuntos/inspecao-do-trabalho/areas-de-atuacao/inclusao-de-pessoa-com-deficiencia||pessoacomdeficiencia@trabalho.gov.br|
SIT|empregadores|RADAR SIT|Indicação do painel de informações e estatísticas da Inspeção do Trabalho no Brasil, individualizadas pelos assuntos FGTS, autuações, inclusão de  pessoas com deficiência, trabalho escravo e trabalho infantil|https://sit.trabalho.gov.br/radar/||sit@trabalho.gov.br|
SIT|empregadores|Realizar Autodiagnóstico Trabalhista|O Autodiagnóstico Trabalhista é uma ferramenta gratuita, voluntária e interativa que se propõe a fornecer informações e conselhos técnicos aos empregadores, trabalhadores e sociedade em geral sobre os meios mais eficazes para promoção do trabalho decente a partir de uma conduta empresarial responsável. O objetivo é permitir que as empresas sejam orientadas a identificar qual o melhor caminho para alcançar uma conduta social responsável. Esta ferramenta convida o usuário a responder um questionário sobre temas relativos ao mundo do trabalho e fornece, a cada questão, orientações sobre o assunto respectivo e propostas (plano de ação) para que as empresas possam adequar sua conduta quando necessário. Dentre os questionamentos realizados, existem perguntas sobre o cumprimento da legislação relativa à jornada e salário quando da "Identificação da Situação Trabalhista", para identificação dos riscos e aconselhamento sobre a conduta empresarial responsável.||https://www.gov.br/pt-br/servicos/realizar-autodiagnostico-trabalhista|| pts.sit@trabalho.gov.br
SIT|empregadores|Sistema IPÊ Trabalho Infantil|Sistema especializado na coleta, gestão e encaminhamento da denúncias sobre o trabalho infantil diretamente para uma das 27 unidades regionais distribuídas pelo país responsáveis pela apuração dos fatos. Esse recurso é muito importante para agilizar a apuração das denúncias, considerando a dimensão e a organização territorial nacional. Além disso, o sistema permite que o órgão central da fiscalização acompanhe a apuração das demandas.||https://ipetrabalhoinfantil.trabalho.gov.br||
SIT|empregadores|Manual de Perguntas e Respostas sobre Trabalho Infantil e Proteção ao Adolescente Trabalhador|Manual que possui como objetivo disseminar o conhecimento acumulado pela Auditoria Fiscal do Trabalho no assunto e dar visibilidade à questão do trabalho infantil para toda a sociedade, informando e esclarecendo as principais dúvidas sobre suas características, seus riscos e seus malefícios, assim como sobre os mecanismos de proteção dos direitos fundamentais de crianças e adolescentes submetidos ao trabalho infantil.|https://www.gov.br/trabalho-e-emprego/pt-br/noticias-e-conteudo/2023/junho/Manualdecombateaotrabalhoinfantiledeproteoaoadolescentetrabalhador.pdf|||
SIT|empregadores|Cartilha informativa "Saiba tudo sobre o Trabalho Infantil"|Cartilha elaborada pelo Ministério do Trabalho e Emprego em parceria com cartunista Ziraldo Alves Pinto com o objetivo de informar e sensibilizar a população, especialmente o público infantojuvenil, sobre os malefícios do trabalho infantil.|https://www.gov.br/trabalho-e-emprego/pt-br/assuntos/inspecao-do-trabalho/areas-de-atuacao/Combate-trabalho-infantil/cartilhas/cartilha_trabalho_infantil_2022-1.pdf|||
SIT|empregadores|Cartilha informativa "Viva o Trabalho"|Cartilha elaborada pelo Ministério do Trabalho e Emprego em parceria com cartunista Ziraldo Alves Pinto com o objetivo de informar e sensibilizar a população, especialmente o público infantojuvenil, sobre os malefícios do trabalho infantil.|https://www.gov.br/trabalho-e-emprego/pt-br/assuntos/inspecao-do-trabalho/areas-de-atuacao/Combate-trabalho-infantil/cartilhas/cartilha_viva_o_trabalho_2022-1.pdf|||
